"","X1351_1937","X1351_1938","X1351_1939","X1351_1928","X1351_1929","X1351_1930","X1351_1931","X1351_1932","X1351_1933","X1351_1934","X1351_1935","X1351_1876","X1351_1877","X1351_1866","X1351_1867","X1351_1868","X1351_1869","X1351_1870","X1351_1871","X1351_1872","X1351_1873","X1351_1925","X1351_1926","X1351_1927","X1351_1914","X1351_1915","X1351_1916","X1351_1917","X1351_1918","X1351_1919","X1351_1922","X1351_1923","X1351_1924","X1351_1475","X1351_1466","X1351_1467","X1351_1468","X1351_1469","X1351_1470","X1351_1471","X1351_1472","X1351_1473","X1351_1463","X1351_1464","X1351_1465","X1351_1455","X1351_1456","X1351_1457","X1351_1458","X1351_1459","X1351_1460","X1351_1461","X1351_1462","X1351_1899","X1351_1900","X1351_1890","X1351_1891","X1351_1892","X1351_1893","X1351_1894","X1351_1895","X1351_1896","X1351_1897","X1351_1651","X1351_1652","X1351_1643","X1351_1646","X1351_1647","X1351_1648","X1351_1649","X1351_1523","X1351_1524","X1351_1514","X1351_1515","X1351_1516","X1351_1517","X1351_1518","X1351_1519","X1351_1520","X1351_1521","X1351_1522","X1351_1686","X1351_1687","X1351_1688","X1351_1677","X1351_1678","X1351_1680","X1351_1681","X1351_1683","X1351_1685","X1351_1561","X1351_1562","X1351_1563","X1351_1552","X1351_1554","X1351_1555","X1351_1556","X1351_1557","X1351_1558","X1351_1559","X1351_1560","X1351_1585","X1351_1586","X1351_1587","X1351_1576","X1351_1577","X1351_1578","X1351_1579","X1351_1580","X1351_1581","X1351_1582","X1351_1583","X1351_1584","X1351_1863","X1351_1864","X1351_1865","X1351_1855","X1351_1856","X1351_1857","X1351_1858","X1351_1859","X1351_1860","X1351_1861","X1351_1862","X1351_1802","X1351_1803","X1351_1793","X1351_1794","X1351_1795","X1351_1796","X1351_1797","X1351_1798","X1351_1799","X1351_1800","X1351_1766","X1351_1767","X1351_1768","X1351_1757","X1351_1758","X1351_1759","X1351_1760","X1351_1761","X1351_1762","X1351_1763","X1351_1764","X1351_1765","X1351_1828","X1351_1829","X1351_1830","X1351_1817","X1351_1818","X1351_1819","X1351_1820","X1351_1822","X1351_1823","X1351_1826","X1351_1827"
"OTU539",0.000221483942414175,0.000221926320461607,0,0.000332189126342598,0.00110692937790569,0.000553832521045636,0.000666000666000666,0.00265633646928611,0.000553587245349867,0.000332042058660764,0.000221312382427797,0.00066526222419337,0.0016646321163023,0.00199512303258701,0.000665557404326123,0.00132978723404255,0.000776483638380477,0.000777518604909475,0.00210736468500444,0.000443951165371809,0.00144364242087729,0.000776139261558931,0.000666000666000666,0.0015527950310559,0.000667631022588183,0.000996567379027793,0.000443360673908224,0.000332336324360253,0.000775967187673207,0.000442820768294033,0.000221754074731123,0.000221361372440509,0.00232841778467679,0.000221434898139947,0,0.00033193184332817,0.00044296788482835,0.000553832521045636,0.000553219738880283,0.000110827884295689,0.000442918835123464,0.000664599025254763,0.000775881179339393,0.000332483652887066,0.000997340425531915,0.000775107961466061,0.000774936344514558,0.00177206778159265,0.00233177881412392,0.00188386524822695,0.00188240504927472,0.000774936344514558,0.000443803395095972,0.000666740748972108,0.000556173526140156,0.00200177935943061,0.000446080071372811,0.00033348154735438,0.000667705319385711,0.000666148551126901,0.00100289725874749,0.00111185234600845,0.00144380275433141,0.00110778774786751,0.000443164192333259,0.000221336874723329,0.000332225913621262,0.00132875650537039,0.000997561516293505,0.0011101243339254,0.000775279654446783,0.000442771751162276,0.00143932683790965,0.000664746288499889,0.0008859357696567,0.000221557549573502,0.00110791048083315,0.000554016620498615,0.00121883656509695,0.000442918835123464,0.00121721810335288,0.000110643947776057,0.000110840168477056,0.000110827884295689,0,0,0,0,0,0,0.000221803260507929,0.000443016945398161,0.000554139421478444,0.00011075423634954,0.000332520505431168,0.000443311537182755,0.000664599025254763,0.00022158209616663,0.000221533008418254,0.000442869796279894,0.000221754074731123,0.000774936344514558,0.000774764803541782,0.000775623268698061,0.000221092195445501,0.000442673749446658,0.000332005312084993,0.000442428934852339,0.000664084117321527,0.000110558319513543,0.000221434898139947,0.000110643947776057,0,0.000221557549573502,0.000443803395095972,0.000221508472699081,0.00244281590051077,0.000554078014184397,0.000443704936217415,0.000332409972299169,0.000885641536588066,0.000887213042031718,0.00011075423634954,0.000775709219858156,0.000888296691094826,0.000221778664892437,0.000332704890761894,0.000444197667962243,0,0.000221778664892437,0.000332815620146439,0,0.000332778702163062,0,0,0.000332963374028857,0.000221631205673759,0,0,0.000110741971207087,0.000110889332446219,0,0,0,0,0,0.000221778664892437,0.000446328944432046,0,0.000222741953446932,0.000334150144798396,0.000667928309028164,0.000667408231368187,0,0.000778816199376947,0.0003341873677175,0.000335457900033546
"OTU1133",0.000664451827242525,0.00244118952507767,0.000997119432749834,0,0.000885543502324552,0.000886132033673017,0.00122100122100122,0.0012174875484228,0.000221434898139947,0.000442722744881018,0.000331968573641695,0.000443508149462246,0.000443901897680613,0.00155176235867879,0.000776483638380477,0.000775709219858156,0.000776483638380477,0.000333222259246918,0.00077639751552795,0.000665926748057714,0.000444197667962243,0.000554385186827808,0.00111000111000111,0.00133096716947649,0.00155780571937243,0.000885837670246927,0.000665041010862337,0.000553893873933754,0.000221704910763773,0.00110705192073508,0.00066526222419337,0.000774764803541782,0.00066526222419337,0.000885739592559787,0.000553219738880283,0.000774507634432397,0.00343300110741971,0.00110766504209127,0.00276609869440142,0.00144076249584395,0.00055364854390433,0.00177226406734603,0.00221680336954112,0.00144076249584395,0.00121897163120567,0.00155021592293212,0.00154987268902912,0.00287961014508805,0.00133244503664224,0.00210549645390071,0.000996567379027793,0.00199269345732315,0.00133141018528792,0.000333370374486054,0.00200222469410456,0.000444839857651246,0.000223040035686406,0.00411293908403735,0.000890273759180948,0.0017763961363384,0.00100289725874749,0.00100066711140761,0.000555308751665926,0.000332336324360253,0,0.000774679061531651,0.000664451827242525,0.000442918835123464,0.000886721347816449,0,0.000996788127145863,0.000774850564533983,0.000885739592559787,0.000775537336583204,0.00044296788482835,0.000664672648720505,0.000775537336583204,0.000443213296398892,0.000775623268698061,0.000332189126342598,0.000442624764855594,0.00033193184332817,0.000775881179339393,0,0,0.000110692937790569,0.000110692937790569,0.000221778664892437,0,0.000110741971207087,0.000221803260507929,0.000664525418097242,0.000997450958661199,0.00011075423634954,0.00055420084238528,0.000775795190069822,0.000553832521045636,0.000775537336583204,0.000332299512627382,0.000996457041629761,0.00110877037365562,0.000442820768294033,0,0.00110803324099723,0.000994914879504753,0.000774679061531651,0.000110668437361664,0.000774250635991594,0.000332042058660764,0.00143725815367606,0.00143932683790965,0.000774507634432397,0,0.000110778774786751,0.000332852546321979,0.000553771181747702,0.000888296691094826,0.000554078014184397,0.000221852468108708,0.000332409972299169,0.000442820768294033,0.000776311411777753,0.000775279654446783,0.000997340425531915,0.000888296691094826,0.000110889332446219,0.000110901630253965,0.000333148250971682,0.000221434898139947,0.000887114659569749,0.000554692700244065,0.000554262276909434,0.000443704936217415,0,0,0.000221975582685905,0.000332446808510638,0,0,0.000332225913621262,0.000110889332446219,0,0,0,0,0,0.000332667997338656,0.000446328944432046,0,0.000334112930170398,0.000445533526397861,0.00044528553935211,0.000444938820912125,0,0.000445037828215398,0.000222791578478334,0.000223638600022364
"OTU71",0.000110741971207087,0.00033288948069241,0.00022158209616663,0,0.000110692937790569,0.000110766504209127,0.000222000222000222,0,0.000775022143489814,0,0.000221312382427797,0.000776139261558931,0.000332926423260459,0.0027710042119264,0.00110926234054354,0.00155141843971631,0.000443704936217415,0.000666444518493835,0.000665483584738243,0.00288568257491676,0.000777345918933926,0.000221754074731123,0.00444000444000444,0.000221827861579414,0.000333815511294091,0,0.000332520505431168,0.000221557549573502,0.000110852455381887,0.000332115576220525,0.000110877037365562,0.000221361372440509,0.000554385186827808,0.0049822852081488,0.00177030316441691,0.00243416685107325,0.00210409745293466,0.00155073105892778,0.00177030316441691,0.00144076249584395,0.00132875650537039,0.00110766504209127,0.0055420084238528,0.00942037016513355,0.000997340425531915,0.00055364854390433,0.00110705192073508,0.00011075423634954,0.000777259604707972,0.000664893617021277,0.000775107961466061,0.000332115576220525,0.00876511705314546,0.00155572841426825,0.000333704115684093,0.00266903914590747,0.00278800044608007,0.00566918630502446,0.000890273759180948,0.000999222826690352,0.00234009360374415,0.00100066711140761,0.000111061750333185,0.000553893873933754,0.00132949257699978,0.000664010624169987,0.000332225913621262,0.00055364854390433,0.000221680336954112,0.00099911190053286,0.00011075423634954,0.000110692937790569,0.00155004428697963,0.000110791048083315,0.000553709856035437,0.000110778774786751,0.000886328384666519,0.000554016620498615,0.000886426592797784,0.00376481009854944,0.000885249529711187,0.00033193184332817,0.000775881179339393,0.000221655768591378,0.000664304694419841,0,0,0,0,0,0.00110901630253965,0.000332262709048621,0.000110827884295689,0.00531620334477794,0.000775881179339393,0.000110827884295689,0.000553832521045636,0.000997119432749834,0.0012184315463004,0.000221434898139947,0.00354806519569797,0.000110705192073508,0.000774764803541782,0,0.000331638293168251,0.000110668437361664,0.00132802124833997,0.00022121446742617,0.000442722744881018,0,0.00221434898139947,0.000110643947776057,0.00033215234720992,0,0.000110950848773993,0.00011075423634954,0.000222074172773706,0.000110815602836879,0.000776483638380477,0,0.000110705192073508,0.000332704890761894,0,0,0.00033311125916056,0.000443557329784875,0.000443606521015859,0.000444197667962243,0.000553587245349867,0.00121978265690841,0.00122032394053694,0.000886819643055094,0.000665557404326123,0.000110913930789707,0,0,0,0,0,0.00908084163898117,0,0,0,0,0.000110766504209127,0.000110926234054354,0.000554446662231093,0.000446328944432046,0.00223189376185694,0.000556854883617329,0.0025618177767877,0.000667928309028164,0.00211345939933259,0.00088997663811325,0.0011125945705385,0.00256210315250084,0.000782735100078273
"OTU957",0.000332225913621262,0.000221926320461607,0.00121870152891646,0.00055364854390433,0.000553464688952845,0.000443066016836509,0.000111000111000111,0.000221361372440509,0.000664304694419841,0.000774764803541782,0.000553280956069492,0.000887016298924493,0.000443901897680613,0.000110840168477056,0.000443704936217415,0.000221631205673759,0,0.000333222259246918,0.000998225377107365,0.000887902330743618,0.00111049416990561,0.00110877037365562,0.001998001998002,0.00133096716947649,0.00133526204517637,0.00121802679658952,0.000997561516293505,0.000664672648720505,0.00099767209843698,0.000332115576220525,0.000443508149462246,0.00132816823464305,0.0014414014857523,0.000221434898139947,0,0,0,0.000221533008418254,0.000221287895552113,0,0,0.000553832521045636,0.000110840168477056,0,0.000332446808510638,0.00055364854390433,0.00066423115244105,0.000553771181747702,0.000999333777481679,0.000664893617021277,0.000332189126342598,0.000774936344514558,0.00122045933651392,0.000111123458162018,0.000222469410456062,0.000556049822064057,0.000223040035686406,0.000222321031569586,0.000445136879590474,0.000555123792605751,0,0.000778296642205915,0.000888494002665482,0.00166168162180126,0,0.00132802124833997,0.0008859357696567,0.000332189126342598,0.000775881179339393,0.00088809946714032,0.000886033890796323,0.000553464688952845,0.000110717449069973,0.000110791048083315,0.000996677740863787,0.000110778774786751,0.000553955240416574,0.000997229916897507,0.00166204986149584,0.00232532388439818,0.00143853048578068,0.000110643947776057,0,0,0,0,0,0,0,0,0.000110901630253965,0.00011075423634954,0,0.00011075423634954,0.000110840168477056,0,0.000110766504209127,0,0,0,0.000221754074731123,0,0,0.000110803324099723,0,0.000110668437361664,0.000442673749446658,0.00022121446742617,0,0,0.000553587245349867,0,0,0,0,0.00011075423634954,0.000222074172773706,0,0,0.000110803324099723,0.000221410384147017,0,0,0.000221631205673759,0.000444148345547413,0,0.000221803260507929,0.000444197667962243,0.000110717449069973,0,0,0,0,0,0,0,0,0,0.000110987791342952,0,0,0,0,0,0,0,0.000443557329784875,0.000111582236108012,0,0.000779596837064261,0.000111383381599465,0.000890571078704219,0.000444938820912125,0,0.000556297285269248,0.000222791578478334,0.000670915800067092
"OTU273",0.00044296788482835,0,0,0,0,0,0,0,0.000442869796279894,0.000110680686220255,0.000110656191213898,0.00232841778467679,0.0018865830651426,0.00055420084238528,0.000554631170271769,0.000110815602836879,0.000221852468108708,0.00122181495057203,0.00122005323868678,0.00199778024417314,0.000999444752915047,0.00243929482204236,0.00333000333000333,0.00266193433895297,0.00178034939356849,0.00210386446683645,0.000886721347816449,0.00199401794616152,0.0016627868307283,0.000332115576220525,0.000997893336290054,0.000774764803541782,0.00133052444838674,0.00155004428697963,0.000221287895552113,0.000110643947776057,0.000332225913621262,0,0.000110643947776057,0,0,0.000221533008418254,0,0,0,0.00055364854390433,0.000442820768294033,0.000332262709048621,0.000444148345547413,0.000664893617021277,0.000332189126342598,0.000774936344514558,0.000887606790191945,0.000777864207134126,0.000667408231368187,0.000111209964412811,0.00122672019627523,0.00100044464206314,0.0012241264188738,0.0015543466192961,0.00222866057499443,0.00155659328441183,0.00166592625499778,0.00132934529744101,0.000997119432749834,0.00177069499778663,0.00199335548172757,0.000664378252685195,0.000886721347816449,0.00177619893428064,0.000443016945398161,0.000221385875581138,0,0,0.000221483942414175,0.000332336324360253,0.00132949257699978,0.00121883656509695,0.00232686980609418,0.00243605359317905,0.000663937147283391,0.000110643947776057,0.000110840168477056,0,0,0,0,0,0.00011063170704724,0,0.000221803260507929,0.00011075423634954,0.000221655768591378,0,0.000443360673908224,0.000554139421478444,0.000443066016836509,0.000332373144249945,0,0.000110717449069973,0.000221754074731123,0.000221410384147017,0.000110680686220255,0,0.000221092195445501,0,0.00121735281097831,0.00022121446742617,0.000221361372440509,0,0.00409654561558902,0.000442575791104227,0.00033215234720992,0,0,0,0,0.000443262411347518,0,0,0,0,0,0.000110815602836879,0.00033311125916056,0.000332667997338656,0.000443606521015859,0.00144364242087729,0.000221434898139947,0.000221778664892437,0.000998446860439317,0.00066511473229132,0.000332778702163062,0.000554569653948536,0,0.000332963374028857,0,0,0,0.000775193798449612,0,0.000110791048083315,0.000111037086386853,0.000110889332446219,0,0,0.00155245065424706,0.000892657888864093,0.000892757504742774,0.00133645172068159,0.00189351748719091,0.000890571078704219,0.00478309232480534,0.00189120035599066,0.00222518914107699,0.00111395789239167,0.00212456670021246
"OTU4781",0,0,0,0,0.000110692937790569,0.000221533008418254,0,0,0,0,0,0.000110877037365562,0.000443901897680613,0.000221680336954112,0.000443704936217415,0.000443262411347518,0.000998336106489185,0.000444296345662557,0.00144188110026619,0.000776914539400666,0.000555247084952804,0.000110877037365562,0.000666000666000666,0.000110913930789707,0.000222543674196061,0.000110729708780866,0.000443360673908224,0.000221557549573502,0,0.000110705192073508,0,0,0.000110877037365562,0,0,0,0,0.000221533008418254,0,0.000110827884295689,0.000110729708780866,0.000110766504209127,0.000221680336954112,0,0.000554078014184397,0.000332189126342598,0.000221410384147017,0.000221508472699081,0.00033311125916056,0.000110815602836879,0.000221459417561732,0.000110705192073508,0.000332852546321979,0.000333370374486054,0.000222469410456062,0,0,0.000111160515784793,0,0.00011102475852115,0.000111433028749721,0.0012230375806093,0,0,0.000110791048083315,0,0.000221483942414175,0.000442918835123464,0.000221680336954112,0,0.000332262709048621,0.000221385875581138,0,0.000110791048083315,0,0.000221557549573502,0.000332373144249945,0.000443213296398892,0,0.000332189126342598,0.000442624764855594,0,0,0,0,0,0,0,0,0,0.000110901630253965,0,0,0.00011075423634954,0,0,0,0,0.000221533008418254,0,0,0,0.000110680686220255,0,0,0,0.000110668437361664,0,0,0.000110558319513543,0.000110717449069973,0,0.000110717449069973,0,0,0.00011075423634954,0,0.000110815602836879,0,0,0,0.000221803260507929,0.00011075423634954,0.000221631205673759,0,0,0,0.000111049416990561,0,0.000110889332446219,0.000110938540048813,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000110889332446219,0.000334746708324035,0,0,0,0.000333964154514082,0,0.000111247079764156,0,0.0003341873677175,0.000335457900033546
"OTU49",0.00941306755260244,0.00687971593430981,0.00332373144249945,0.00597940427416676,0.00575603276510959,0.00398759415152858,0.00455100455100455,0.0024349750968456,0.00697519929140833,0.00143884892086331,0.00199181144185017,0.00177403259784899,0.00299633780934414,0.00321436488583463,0.00188574597892402,0.00166223404255319,0.00232945091514143,0.0031100744196379,0.00343833185448092,0.00399556048834628,0.00399777901166019,0.0166315556048342,0.00843600843600844,0.0106477373558119,0.0184711249582731,0.018159672240062,0.00642872977166925,0.00797607178464606,0.00609688504600377,0.00619949075611646,0.0109768266991906,0.00940785832872164,0.00920279410134161,0.00520372010628875,0.0275503429962381,0.00320867448550564,0.0163898117386489,0.00686752326096588,0.0309803053772959,0.00753629613210684,0.00132875650537039,0.00753212228622065,0.00886721347816449,0.00631718940485426,0.00155141843971631,0.00376481009854944,0.00321045057013174,0.00409790674493299,0.0016655562958028,0.00354609929078014,0.00287897242830251,0.00332115576220525,0.00343947631199379,0.00666740748972108,0.00567296996662959,0.00266903914590747,0.00579904092784655,0.00767007558915073,0.00812374805252615,0.00710558454535361,0.00345442389124136,0.00689348454525239,0.00510884051532652,0.00531738118976404,0.00166186572124972,0.00442673749446658,0.0125138427464009,0.00542575573026243,0.0104189758368433,0.00099911190053286,0.00243659319968989,0.0108479079034758,0.00365367581930912,0.00498559716374917,0.00454042081949059,0.00365569956796278,0.00565034345224906,0.00554016620498615,0.00343490304709141,0.00597940427416676,0.0069713400464756,0.00708121265766763,0.0162935047661272,0.00410063171894049,0.00642161204605846,0.00154970112906797,0.00110692937790569,0.00155245065424706,0.000221263414094479,0.0035437430786268,0.00232893423533326,0.011075423634954,0.00221655768591378,0.00166131354524311,0.00365772555974285,0.00587387786767151,0.00498449268941072,0.00642588078883226,0.00287992910943731,0.00531443755535872,0.0057656059430092,0.00597808037196945,0.00110680686220255,0.00853185595567867,0.0102807870882158,0.00597609561752988,0.00221336874723329,0.00132728680455702,0.00354178195904815,0.00851299060254284,0.00830380868024801,0.00785572029210002,0.0033215234720992,0.000553893873933754,0.00144236103406191,0.000332262709048621,0.00255385298689762,0.0048758865248227,0.000443704936217415,0.00166204986149584,0.00177128307317613,0.00144172119330154,0.00166131354524311,0.00254875886524823,0.00344214967799245,0.00554446662231093,0.00365975379838084,0.00632981676846197,0.00763950398582817,0.00731869594145043,0.0125360550255159,0.012748032368917,0.0043261231281198,0.00565661047027507,0.000998890122086571,0.00887902330743618,0.00343528368794326,0.000221606648199446,0.000887902330743618,0.00575858250276855,0.00343756930583278,0.00842011965433193,0.00222074172773706,0.00321579064094034,0.000664599025254763,0.00277315585135885,0.00243956531381681,0.0010042401249721,0.00145073094520701,0.00311838734825704,0.00267320115838717,0.00278303462095068,0.00122358175750834,0.00511736566915118,0.0011125945705385,0.00924585050685084,0.00514368780051437
"OTU774",0.000553709856035437,0.000776742121615624,0.000886328384666519,0.000775107961466061,0.000664157626743414,0.000996898537882144,0,0.0012174875484228,0.00310008857395926,0.00110680686220255,0.000110656191213898,0.00199578667258011,0.00133170569304184,0.00110840168477056,0.000887409872434831,0.000886524822695035,0.00122018857459789,0.00188825946906587,0.00122005323868678,0.00244173140954495,0.00144364242087729,0.00255017185940792,0.001998001998002,0.00188553682342502,0.00178034939356849,0.00132875650537039,0.000775881179339393,0.000664672648720505,0.00188449174149207,0.00121775711280859,0.00410245038252578,0.00254565578306586,0.00110877037365562,0.000775022143489814,0.000221287895552113,0.00033193184332817,0.00044296788482835,0,0.00066386368665634,0.000221655768591378,0.000110729708780866,0.000443066016836509,0.000332520505431168,0,0.000221631205673759,0.00188240504927472,0.00199269345732315,0.00177206778159265,0.000777259604707972,0.00121897163120567,0.00143948621415126,0.00166057788110262,0.000998557638965938,0.000111123458162018,0.00255839822024472,0.000667259786476868,0.00144976023196164,0.000889284126278346,0.00289338971733808,0.000444099034084601,0.000111433028749721,0.00066711140760507,0.000444247001332741,0.00376647834274953,0.00210502991358298,0.00553342186808322,0.00465116279069767,0.00221459417561732,0.00155176235867879,0.00244227353463588,0.000886033890796323,0.000774850564533983,0.00110717449069973,0.000553955240416574,0.00155038759689922,0.000332336324360253,0.00288056725016619,0.00188365650969529,0.00166204986149584,0.00332189126342598,0.00143853048578068,0.000553219738880283,0.00254932387497229,0.00088662307436551,0.000442869796279894,0.000332078813371707,0.000996236440115121,0.000332667997338656,0.00011063170704724,0.000110741971207087,0.00110901630253965,0.00232583896334035,0.00121910672725258,0.000775279654446783,0.000775881179339393,0.00265986922309653,0.00265839610101905,0.000553955240416574,0.000996898537882144,0.00132860938883968,0.00121964741102118,0.00143916749695561,0.00177089097952407,0.00398891966759003,0.00221092195445501,0.00121735281097831,0.00166002656042497,0.000774250635991594,0.000885445489762036,0.000552791597567717,0.00287865367581931,0.00121708342553662,0.000442869796279894,0.000221557549573502,0.000221901697547986,0.00011075423634954,0.00033311125916056,0.000110815602836879,0.000332778702163062,0.000664819944598338,0.000442820768294033,0.00110901630253965,0.000221508472699081,0.000443262411347518,0.00277592715967133,0.00221778664892437,0.00210713097482533,0.00410882842865075,0.00465013286093888,0.00277223331115547,0.00443754160195252,0.00820308169825962,0.00177481974486966,0.00244010647737356,0.00377358490566038,0.00455049944506104,0.0043218085106383,0.00199445983379501,0.00599334073251942,0.000775193798449612,0.00554446662231093,0.00432085087524928,0.00366422385076616,0.00221778664892437,0.00155073105892778,0.00843039378813089,0,0.000892657888864093,0.000781162816649927,0.000445483906893863,0.000779683671196258,0.00044528553935211,0.000667408231368187,0.00100122371787741,0.000556297285269248,0,0.000782735100078273
"OTU224",0.00232558139534884,0.000110963160230803,0.00166186572124972,0,0.000442771751162276,0.000110766504209127,0.000999000999000999,0.000221361372440509,0.00110717449069973,0.000664084117321527,0.00199181144185017,0.00155227852311786,0.000443901897680613,0,0,0.000332446808510638,0.000443704936217415,0.000888592691325114,0.00077639751552795,0.00188679245283019,0.000333148250971682,0.00310455704623572,0.00333000333000333,0.00565661047027507,0.0014465338822744,0.00143948621415126,0.00376856572821991,0.00288024814445552,0.00365813102760226,0.000774936344514558,0.000887016298924493,0.000885445489762036,0.00454595853198802,0.00321080602302923,0.00099579552998451,0.000774507634432397,0.00310077519379845,0,0.000885151582208453,0.00088662307436551,0.000442918835123464,0.000553832521045636,0.000886721347816449,0.000443311537182755,0,0.00143948621415126,0.00110705192073508,0.00188282201794219,0.00222074172773706,0.000443262411347518,0.000442918835123464,0.000553525960367541,0.0015533118828359,0.000222246916324036,0.000778642936596218,0.000556049822064057,0.000557600089216014,0.00111160515784793,0.000667705319385711,0.0002220495170423,0.00111433028749721,0.00044474093840338,0.000444247001332741,0.00166168162180126,0,0.00221336874723329,0.00155038759689922,0.00132875650537039,0.00188428286410995,0.0005550621669627,0.00155055930889357,0.00243524463139252,0.00033215234720992,0,0,0,0.00121870152891646,0.000554016620498615,0.00110803324099723,0.00143948621415126,0.000221312382427797,0.000110643947776057,0,0,0,0.000221385875581138,0,0,0.00011063170704724,0.000110741971207087,0,0,0,0.00011075423634954,0,0.000221655768591378,0,0,0.000664599025254763,0,0,0.00066423115244105,0.000664084117321527,0.000221606648199446,0.000221092195445501,0.000774679061531651,0.000332005312084993,0.000884857869704679,0.000885445489762036,0.000884466556108347,0.00321080602302923,0.00165965921664085,0.00155004428697963,0,0.000110950848773993,0,0,0.000554078014184397,0,0,0,0.000443606521015859,0,0.000110815602836879,0.000111037086386853,0,0,0.000111049416990561,0.000221434898139947,0.000443557329784875,0,0.000443409821527547,0.000554631170271769,0.000110913930789707,0,0,0,0.000110803324099723,0.000332963374028857,0.00365448504983389,0.000332667997338656,0,0,0.000110889332446219,0.000553832521045636,0,0.000110889332446219,0.000223164472216023,0,0.000668225860340795,0.000556916907997327,0.000333964154514082,0.00111234705228031,0.000333741239292469,0.00178015131286159,0.000111395789239167,0
"OTU4878",0,0,0,0,0,0,0,0,0.000110717449069973,0,0,0.000554385186827808,0.000110975474420153,0.000332520505431168,0.000221852468108708,0.000775709219858156,0.00155296727676095,0.000555370432078196,0.000887311446317658,0.000776914539400666,0.000444197667962243,0,0,0.000110913930789707,0.00011127183709803,0,0,0,0.000110852455381887,0,0.000110877037365562,0.000110680686220255,0,0,0,0,0,0.000110766504209127,0,0,0,0,0,0,0.000110815602836879,0.000775107961466061,0.000110705192073508,0.00011075423634954,0,0.000221631205673759,0.000110729708780866,0.000221410384147017,0,0.000111123458162018,0,0,0,0,0,0,0,0,0,0,0.000110791048083315,0,0.000110741971207087,0,0,0,0.000221508472699081,0,0,0,0.000110741971207087,0,0.00022158209616663,0.000110803324099723,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00011075423634954,0,0,0,0,0,0,0,0.000221410384147017,0,0,0,0,0,0,0,0.000110558319513543,0.000885739592559787,0.000221287895552113,0,0,0.000110950848773993,0,0.000111037086386853,0.000110815602836879,0.000110926234054354,0.000110803324099723,0,0.000221803260507929,0,0,0,0,0,0.000666296501943365,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000334746708324035,0,0,0,0,0.000667408231368187,0,0.00011125945705385,0.000111395789239167,0.000111819300011182
